,UID,CardTier,Name,Team,Element,Element2,Element3,Element4,Position,Position5,Monster,Monster Type,Wound,Speed,Catch,Carry,Elusiveness,Tackle,PassBlock,RunBlock,Impact,Impact6,Special Attack Name,Special Attack Description,Special Attack Element,Special Attack Type,Special Attack Stat,Special Attack Stat Value,Special Attack Stat Value Type,Special Attack Trigger,Immunity Name,Immunity Element
765,DE3DB0820,3,Shadow Dorkuraz,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DB,Agile Imp,Fast1,50,5,0.65,0.69,0.05,0.12,0.08,0.06,0.04,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
766,DE1QB0821,1,Biff Skullcrusher,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,QB,Biff Skullcrusher,QB,30,2,0.25,0.2,0.03,0.02,0.05,0.03,0.01,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
767,DE4RB0827,4,Courage Zengu,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,RB,Viscious Blood Demon,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
768,DE4OL0828,4,Butch Senwe,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Giant Pit Fiend,Big2,80,8,0.3,0.06,0.04,0.12,0.12,0.09,0.08,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
769,DE4OL0829,4,Vlad Seji,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Giant Pit Fiend,Med2,80,8,0.3,0.06,0.04,0.12,0.12,0.09,0.08,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
770,DE4OL0830,4,Hyde Sollix,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Giant Pit Fiend,Med2,80,8,0.3,0.06,0.04,0.12,0.12,0.09,0.08,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
771,DE4R0831,4,Storm Kazko,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,R,Agile Imp,Fast2,60,6,0.75,0.71,0.06,0.15,0.1,0.07,0.05,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
772,DE4R0832,4,Force Rakash,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,R,Agile Imp,Fast2,60,6,0.75,0.71,0.06,0.15,0.1,0.07,0.05,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
773,DE4S0833,4,Dusk Yetu,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,S,Viscious Blood Demon,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
774,DE4S0834,4,Sabath Zulbaljin,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,S,Viscious Blood Demon,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
775,DE4DL0835,4,Merlin Hokajin,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Giant Pit Fiend,Big2,80,8,0.3,0.06,0.04,0.12,0.12,0.09,0.08,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
776,DE4DL0836,4,Cloud Zulrajas,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Giant Pit Fiend,Med2,80,8,0.3,0.06,0.04,0.12,0.12,0.09,0.08,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
777,DE4DL0837,4,Saber Maalik,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Giant Pit Fiend,Med2,80,8,0.3,0.06,0.04,0.12,0.12,0.09,0.08,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
778,DE4DB0838,4,Atlas Teshi,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DB,Agile Imp,Fast2,60,6,0.75,0.71,0.06,0.15,0.1,0.07,0.05,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
779,DE4DB0839,4,Comet Trezzahn,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DB,Agile Imp,Fast2,60,6,0.75,0.71,0.06,0.15,0.1,0.07,0.05,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
780,DE5RB0840,5,Phoenix Razi,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,RB,Viscious Blood Demon,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
781,DE5OL0841,5,Buck Jojin,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Giant Pit Fiend,Big2,90,9,0.4,0.08,0.05,0.15,0.14,0.1,0.09,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
782,DE5OL0842,5,Talon Jabir,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Giant Pit Fiend,Med2,90,9,0.4,0.08,0.05,0.15,0.14,0.1,0.09,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
783,DE5OL0843,5,Loki Malak,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,OL,Giant Pit Fiend,Med2,90,9,0.4,0.08,0.05,0.15,0.14,0.1,0.09,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
784,DE5R0844,5,Echo Zulyafi,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,R,Agile Imp,Fast2,70,7,0.85,0.73,0.07,0.18,0.12,0.08,0.06,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
785,DE5R0845,5,Lucifer Trolgar,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,R,Agile Imp,Fast2,70,7,0.85,0.73,0.07,0.18,0.12,0.08,0.06,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
786,DE5S0846,5,Goliath Melkree,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,S,Viscious Blood Demon,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
787,DE5S0847,5,Rebel Xukundi,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,S,Viscious Blood Demon,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
788,DE5DL0848,5,Titanium Senwe,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Giant Pit Fiend,Big2,90,9,0.4,0.08,0.05,0.15,0.14,0.1,0.09,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
789,DE5DL0849,5,Ash Teshi,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Giant Pit Fiend,Med2,90,9,0.4,0.08,0.05,0.15,0.14,0.1,0.09,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
790,DE5DL0850,5,Bane Sollix,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DL,Giant Pit Fiend,Med2,90,9,0.4,0.08,0.05,0.15,0.14,0.1,0.09,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
791,DE5DB0851,5,Pandora Kazko,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DB,Agile Imp,Fast2,70,7,0.85,0.73,0.07,0.18,0.12,0.08,0.06,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
792,DE5DB0852,5,Shadow Rakash,Demonoid,Fire,"These Demonoids have emerged from the Hellmouth to bring new suffering to mankind, beginning with the humiliating defeat of all who oppose them!",Fire shield: Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire Resistance: Immune to Fire effects.,1,DB,Agile Imp,Fast2,70,7,0.85,0.73,0.07,0.18,0.12,0.08,0.06,,Fire shield,Damage Shield dealing 2 wounds to your enemy when blocked by an enemy.,Fire,Shield Damage,Wound,2,Number,Blocked,Fire Resistance,Fire
793,UN1RB0853,1,Agamore Uah-prahet,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,RB,Killer Lich,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
794,UN1OL0854,1,Monk Psusennes,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,OL,Great Mummy,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
795,UN1OL0855,1,Brand Ra-mei,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,OL,Great Mummy,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
796,UN1OL0856,1,Moryn Mudads,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,OL,Great Mummy,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
797,UN1R0857,1,Davey Anhur,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,R,Speedy Ghoul,Fast2,20,3,0.55,0.75,0.03,0.03,0.04,0.02,0.01,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
798,UN1R0858,1,Lothair Fai-hor-ouser,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,R,Speedy Ghoul,Fast2,20,3,0.55,0.75,0.03,0.03,0.04,0.02,0.01,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
799,UN1S0859,1,Jackson Uata-hor,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,S,Killer Lich,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
800,UN1S0860,1,Steve Sa-pi-hor,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,S,Killer Lich,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
801,UN1DL0861,1,Beamer Kekara,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,DL,Great Mummy,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
802,UN1DL0862,1,Grissom Thema,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,DL,Great Mummy,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
803,UN1DL0863,1,Darien Adofo,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,DL,Great Mummy,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
804,UN1DB0864,1,Booger Suten-rekh-ata,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,DB,Speedy Ghoul,Fast2,20,3,0.55,0.75,0.03,0.03,0.04,0.02,0.01,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
805,UN1DB0865,1,Roadh Si-muntu,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,DB,Speedy Ghoul,Fast2,20,3,0.55,0.75,0.03,0.03,0.04,0.02,0.01,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
806,UN2RB0866,2,Zackery Ahu,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,RB,Killer Lich,Med2,40,5,0.6,0.62,0.04,0.12,0.06,0.03,0.02,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
807,UN2OL0867,2,Morgan Khentimentiu,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,OL,Great Mummy,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
808,UN2OL0868,2,Elston Neb-seni,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,OL,Great Mummy,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
809,UN2OL0869,2,Hanford Khak-hau,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,OL,Great Mummy,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
810,UN2R0870,2,Hanir Rhampsinitus,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,R,Speedy Ghoul,Fast2,30,4,0.65,0.77,0.04,0.06,0.06,0.03,0.02,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
811,UN2R0871,2,Brion Petubastes,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,R,Speedy Ghoul,Fast2,30,4,0.65,0.77,0.04,0.06,0.06,0.03,0.02,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
812,UN2S0872,2,Hal Kanebti,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,S,Killer Lich,Med2,40,5,0.6,0.62,0.04,0.12,0.06,0.03,0.02,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
813,UN2S0873,2,Moe Sneferu,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,S,Killer Lich,Med2,40,5,0.6,0.62,0.04,0.12,0.06,0.03,0.02,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
814,UN2DL0874,2,Whitey Abu,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,DL,Great Mummy,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
815,UN2DL0875,2,Simon Shai,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,DL,Great Mummy,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
816,UN2DL0876,2,Baird Per-ui,Undead,Corruption,"The scent of the living have driven these Undead from their graves to steal life from their victims, once victory at a time! ","Corrupted claws: Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption Resistance: Immune to Corruption effects.,1,DL,Great Mummy,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Corrupted claws,"Melee attack draining strength, decreasing their Wounding by 2 when you block an enemy. ",Corruption,Debuff,Wound,0.02,Percentage,Blocking,Corruption Resistance,Corruption
